Benchmark,Input Size,Threads,cycles,instructions,ins_per_cycle,cache_references,cache_misses,cache_misses_percent,branches_instructions,branch_misses,bus_cycles,ref_cycles,alignment_faults,bpf_output,cpu_clock,cpu_migrations,dummy,emulation_faults,major_faults,minor_faults,page_faults,LLC_loads,LLC_load_misses,LLC_misses_percent,LLC_stores,LLC_store_misses,LLC_store_misses_percent,time,user_time,sys_time
canneal,simmedium,1,10438642811,12000766019,1.15,98424686,21251132,21.591,2147096356,25753970,473861983,10435112278,0,0,5021.52,30,0,0,0,106896,106896,41928607,8557155,0.20408870249374134,15219386,4070155,0.2674322735490118,4.482,4.418,0.060
canneal,simmedium,2,9591340561,11750167541,1.23,88691981,13578436,15.310,2138192266,26850765,448468758,9891186188,0,0,4703.10,13,0,0,1,89152,89153,44308373,6181860,0.1395190024242145,14743448,2368023,0.16061527805436016,3.554,4.106,0.060
canneal,simmedium,3,10288895239,11659704758,1.13,94255416,19387975,20.570,2123686519,27244350,487136264,10790274179,0,0,5107.19,17,0,0,1,88484,88485,43571966,7929020,0.1819752636362564,15297077,5354793,0.35005334679298533,3.685,4.486,0.083
canneal,simmedium,4,9681036693,11879800406,1.23,95845726,13930537,14.534,2122385702,26143437,440137957,9772228000,0,0,4722.56,15,0,0,1,89216,89217,41562330,6131699,0.14753020343180953,15102935,1824782,0.12082300559460793,3.272,4.114,0.064
canneal,simmedium,5,9676665463,11659741494,1.20,92791196,14933624,16.094,2118408628,25794467,456647966,10141739176,0,0,4857.49,20,0,0,0,88177,88177,42721092,5820747,0.13624995821736016,15071133,3528014,0.2340908278096942,3.285,4.277,0.048
canneal,simmedium,6,9564044648,11580397352,1.21,89572979,15654222,17.477,2104916469,25729204,462359829,10222521340,0,0,4835.50,7,0,0,0,89259,89259,42318861,5736508,0.13555440445337127,13045912,3430391,0.26294758082071995,3.218,4.266,0.036
canneal,simmedium,7,10143577285,11710996650,1.15,98991794,20573309,20.783,2145841003,27041096,484465028,10605443781,0,0,5101.63,19,0,0,5,89227,89232,41719708,7985174,0.19140052466330781,14219599,5066152,0.356279526588619,3.370,4.532,0.032
canneal,simmedium,8,9837869524,11515978194,1.17,90597881,16396560,18.098,2132111028,26787855,474025767,10520003014,0,0,4970.42,15,0,0,1,88231,88232,43920034,6105700,0.13901856269054802,14883808,4990640,0.3353066634560188,3.195,4.391,0.048
canneal,simmedium,9,9932320589,11582001194,1.17,93588690,16364250,17.485,2126977670,26207321,459439137,10203845065,0,0,4927.29,13,0,0,7,88929,88936,41874536,6020484,0.14377434534438782,14305991,4642450,0.3245108989653356,3.157,4.328,0.065
canneal,simmedium,10,10154714491,11683402699,1.15,94240337,20327802,21.570,2166841075,26772026,488187278,10721898157,0,0,5106.86,24,0,0,7,88230,88237,43266241,8450175,0.19530642839991577,14209752,4913525,0.3457854155371607,3.309,4.502,0.073
canneal,simmedium,11,9696178172,11272206378,1.16,93003449,16954539,18.230,2101790419,26367722,472786772,10441383213,0,0,4978.06,16,0,0,8,88591,88599,42631733,6087528,0.14279335067143528,14082942,5033683,0.3574312100411974,3.129,4.390,0.048
canneal,simmedium,12,9844269772,11279910198,1.15,91480468,19838959,21.687,2061845213,25444515,486096040,10832474520,0,0,5156.92,22,0,0,9,89199,89208,42596204,8028738,0.18848482367114217,14871101,4275047,0.28747346951648034,3.312,4.543,0.072
canneal,simmedium,13,10237148836,11830608925,1.16,99149045,16909265,17.054,2197060906,26593179,467553718,9908233250,0,0,5005.58,23,0,0,3,88295,88298,41150450,6359001,0.15453053368796696,14271056,5345413,0.37456324185119866,3.132,4.407,0.065
canneal,simmedium,14,9962967153,11365908885,1.14,90497955,15970581,17.647,2133217699,26599682,477803639,10585189279,0,0,5100.72,34,0,0,11,89636,89647,41692648,6110589,0.1465627465062905,15491506,4961177,0.32025143326930255,3.134,4.455,0.107
canneal,simmedium,15,10181208028,11604115806,1.14,92700853,15851237,17.099,2157057481,27207881,458421647,10236001719,0,0,5051.88,26,0,0,12,87933,87945,41971157,5854649,0.13949219936920013,14710942,5194439,0.3531003657005785,3.114,4.440,0.084
canneal,simmedium,16,10169667909,11744616060,1.15,91298232,15862693,17.375,2128663263,24813559,468267407,10435286381,0,0,5097.58,28,0,0,7,88288,88295,42303737,5933431,0.14025784530572322,15380820,4399022,0.2860069879239208,3.120,4.451,0.115
canneal,simlarge,1,21536532889,23930323857,1.11,193365716,47174790,24.397,4301568617,52412747,989705605,21824082343,0,0,10151.83,8,0,0,0,143874,143874,99525282,20734351,0.20833250188630462,28148986,10616930,0.3771691811562946,9.610,9.507,0.096
canneal,simlarge,2,21777475779,24013796307,1.10,192962835,47581978,24.659,4286811876,52065950,1000199585,22013392061,0,0,10260.14,9,0,0,0,144262,144262,100253651,20439979,0.20388263964571227,27948044,10775000,0.38553681967868664,8.196,9.578,0.132
canneal,simlarge,3,22505693549,24141164591,1.07,198713244,50229271,25.277,4318411948,52718547,1033066454,22704536754,0,0,10596.54,27,0,0,0,144351,144351,99862098,21080643,0.21109753772647558,28381078,11897385,0.41920130729354255,7.952,9.811,0.236
canneal,simlarge,4,22220791653,24114534980,1.09,201235863,51027549,25.357,4301920257,52356594,1020719075,22163772330,0,0,10472.27,17,0,0,0,107221,107221,96898580,20243541,0.20891473332220142,28136521,12424184,0.44156788253956486,7.593,9.778,0.143
canneal,simlarge,5,22379774817,23727922592,1.06,193052421,52115922,26.996,4254968719,51712108,1035124117,22814236192,0,0,10640.17,36,0,0,0,107223,107223,99671036,21210947,0.21280953676452205,28397376,14046271,0.49463270831783895,7.432,10.002,0.093
canneal,simlarge,6,22438104570,23958433510,1.07,196564960,52674044,26.797,4290110222,52606979,1037937208,22812783885,0,0,10628.00,12,0,0,0,105927,105927,98746426,21238723,0.21508346033708603,27948928,13495444,0.48286088110427705,7.313,9.963,0.120
canneal,simlarge,7,22585447585,23679931150,1.05,195396120,51813432,26.517,4283228598,52779989,1043886028,22961313937,0,0,10729.67,28,0,0,4,105916,105920,99568056,21079857,0.21171305182457315,27802370,13642878,0.49070917335464564,7.268,10.063,0.121
canneal,simlarge,8,22050596690,23751060629,1.08,198620835,51100319,25.728,4264077983,52164783,1029823319,22709691395,0,0,10603.87,32,0,0,0,106524,106524,98560214,21090843,0.2139894197064142,27000490,12314601,0.4560880561797212,7.192,9.876,0.178
canneal,simlarge,9,22318262388,23940692708,1.07,196838064,50610624,25.712,4299735102,52011672,1031186614,22611576512,0,0,10585.01,18,0,0,7,106473,106480,98890867,20558816,0.20789398074546156,27346724,12610997,0.4611520195252638,7.124,9.902,0.139
canneal,simlarge,10,22199922147,23993299840,1.08,197153927,48798540,24.751,4303706929,53112607,1014158207,22276661808,0,0,10459.67,16,0,0,8,106269,106277,99041727,19784965,0.1997639338417433,29083513,13236053,0.45510502806177505,7.017,9.747,0.172
canneal,simlarge,11,22439619304,23619833272,1.05,194550305,50274592,25.841,4190864192,51766808,1050484125,23018666719,0,0,10765.39,44,0,0,0,106268,106268,99465339,20280942,0.20389959159541998,27138775,12014679,0.4427126500735571,7.104,10.122,0.098
canneal,simlarge,12,22107729248,23570620499,1.07,194568054,49648293,25.517,4279345999,52532829,1031542860,22661602765,0,0,10613.51,25,0,0,10,106186,106196,99769841,20696098,0.20743841818891945,29290990,12923977,0.44122704626917697,7.042,9.929,0.143
canneal,simlarge,13,21946391925,23687329761,1.08,194780805,48375391,24.836,4245368854,51412215,1021617332,22529818136,0,0,10585.70,32,0,0,10,106925,106935,98130887,19568537,0.19941261715080594,29428650,12385755,0.4208740462100708,6.934,9.895,0.149
canneal,simlarge,14,22145629701,23669750704,1.07,196970736,51386917,26.089,4242549916,52164419,1032452398,22487810418,0,0,10596.17,24,0,0,12,106326,106338,98386322,20178029,0.20508977863813224,27194725,12759942,0.46920650971833694,6.987,9.941,0.114
canneal,simlarge,15,22502136879,23658361206,1.05,198085733,52012391,26.258,4227472499,51859113,1031482823,22818202335,0,0,10716.25,24,0,0,5,106251,106256,98758790,20914958,0.21177819209814133,27741341,13423030,0.4838637757273522,7.050,10.075,0.103
canneal,simlarge,16,22315227496,23616248616,1.06,195297039,49689977,25.443,4270745136,52231666,1021555084,22309838346,0,0,10627.04,25,0,0,11,106648,106659,99614589,20569623,0.2064920731641025,28336539,13736590,0.4847659765365135,6.940,10.006,0.081
dedup,simsmall,1,2037005929,2757358124,1.35,23800567,1423704,5.982,444551894,14914898,100945077,2240803430,0,0,1302.73,19,0,0,0,137821,137821,6120328,701507,0.11461918380844949,5757197,189638,0.03293929320118801,0.565,0.560,0.142
dedup,simsmall,2,1829113824,2515579515,1.38,22785602,853315,3.745,389282726,13582416,85542821,1999163531,0,0,1177.70,13,0,0,0,111843,111843,5807883,347562,0.059843147666714364,5176934,92330,0.0178348806455713,0.268,0.463,0.172
dedup,simsmall,3,1917557162,2612930009,1.36,24275806,464888,1.915,455699845,14918841,94994592,2141428272,0,0,1285.27,16,0,0,0,131569,131569,5915531,489844,0.08280642938055773,4608512,45783,0.009934443047994667,0.238,0.550,0.193
dedup,simsmall,4,2068348213,2508434734,1.21,25874924,1162876,4.494,424669390,13879029,99994891,2390845089,0,0,1361.22,22,0,0,0,138888,138888,6440804,415339,0.06448558285580495,4909663,154242,0.03141600553846567,0.208,0.572,0.248
dedup,simsmall,5,1944591490,2498161559,1.28,22339858,679554,3.042,438132669,14879504,102721107,2364470917,0,0,1374.70,26,0,0,0,141547,141547,6971064,446993,0.06412120158414841,5013891,51350,0.010241546934307108,0.297,0.627,0.206
dedup,simsmall,6,2261942872,2861135790,1.26,27165109,794657,2.925,438952868,16067196,116810179,2375690902,0,0,1463.66,26,0,0,0,142648,142648,7317174,481353,0.06578400349643182,6469359,118321,0.018289447223442074,0.206,0.621,0.300
dedup,simsmall,7,2519043073,2858759533,1.13,29576265,551587,1.865,489402397,15220505,106454325,2417583520,0,0,1515.82,32,0,0,0,141867,141867,7515055,486466,0.06473219424209138,5656601,57285,0.010127106366526471,0.183,0.685,0.306
dedup,simsmall,8,2353361492,2773338829,1.18,26877201,792558,2.949,461443444,16412211,121321116,2581998940,0,0,1561.76,41,0,0,0,141484,141484,7964486,497782,0.06250020403074348,6651276,69664,0.010473779767972341,0.185,0.668,0.371
dedup,simsmall,9,2330367566,2515284909,1.08,31085797,1329601,4.277,467647468,14999304,125836039,2712606167,0,0,1554.07,57,0,0,0,141731,141731,6819540,133210,0.019533575578411448,6203421,62653,0.010099749799344587,0.203,0.705,0.330
dedup,simsmall,10,2129551685,2365773799,1.11,31889202,1055109,3.309,468688582,15915815,135894361,2988250378,0,0,1625.56,67,0,0,0,141712,141712,7912458,330419,0.04175933698479031,7559438,115817,0.015320847925467476,0.171,0.724,0.395
dedup,simsmall,11,2195217601,2431168884,1.11,30366924,1362822,4.488,475940659,14869571,133254207,2870336417,0,0,1613.94,150,0,0,0,141926,141926,8076855,352757,0.04367504430870679,6850502,143528,0.020951457280065023,0.166,0.704,0.399
dedup,simsmall,12,2387962299,2639822460,1.11,32781658,1878333,5.730,475013274,14105369,133810300,2734085387,0,0,1595.21,97,0,0,0,142268,142268,7618459,315399,0.04139931710599217,6398968,205492,0.03211330327015231,0.165,0.640,0.448
dedup,simsmall,13,2011809191,2392288433,1.19,26457432,765949,2.895,458998473,15820406,117955928,2608925315,0,0,1549.81,216,0,0,1,142230,142231,8716593,699721,0.08027459811419439,5886631,125752,0.021362303837288255,0.218,0.630,0.413
dedup,simsmall,14,2245212884,2383882401,1.06,28083131,944841,3.364,432449511,15807549,122750604,2793437924,0,0,1651.33,250,0,0,0,142654,142654,9128544,681568,0.07466338553004728,7379850,152960,0.020726708537436397,0.177,0.760,0.385
dedup,simsmall,15,2420329152,2521748915,1.04,36236319,2265117,6.251,454820030,13960764,132477243,2695816109,0,0,1654.65,261,0,0,1,142421,142422,8054430,406634,0.050485757527224145,6638370,240233,0.03618855231028099,0.174,0.643,0.519
dedup,simsmall,16,2733792262,2987688926,1.09,33070879,1776539,5.372,476560397,15584037,107882592,2424590489,0,0,1634.54,286,0,0,3,141874,141877,8173697,757409,0.09266418855506878,6568500,311016,0.04734962320164421,0.173,0.706,0.442
dedup,simmedium,1,4639816946,6775240761,1.46,37875775,3000139,7.921,933391460,34897889,224465471,5032014421,0,0,2519.44,15,0,0,0,262477,262477,9858117,985679,0.09998653901145624,9488633,108212,0.01140438248586493,1.592,1.425,0.522
dedup,simmedium,2,3928407180,6345330491,1.62,33577155,2906655,8.657,859155443,34610628,203119804,4409518578,0,0,2254.89,13,0,0,0,134061,134061,8287598,1225833,0.147911735101051,7760545,132935,0.017129595923997605,0.680,1.412,0.265
dedup,simmedium,3,3972047453,6183423148,1.56,36625662,2934977,8.013,885590869,35015311,198197297,4286462871,0,0,2263.20,20,0,0,0,129663,129663,7775177,983421,0.1264821366767599,6562189,112688,0.01717231856625891,0.478,1.428,0.257
dedup,simmedium,4,4232189304,6163847977,1.46,35211499,4169442,11.841,860946141,34512047,208328980,4554393804,0,0,2403.91,27,0,0,0,144616,144616,8128125,1166910,0.14356447520184545,9030559,331511,0.03670990909865048,0.409,1.488,0.335
dedup,simmedium,5,4890753822,6524781522,1.33,42780233,4415963,10.322,921385886,36008382,265143623,5697612598,0,0,2881.31,42,0,0,0,235037,235037,11797547,1556233,0.13191157449934296,12034967,354923,0.029490982401530474,0.791,1.709,0.598
dedup,simmedium,6,5418245708,7099414757,1.31,47618096,3177646,6.673,995538842,38426043,268089311,5866365016,0,0,3028.83,39,0,0,0,233947,233947,11768804,1377201,0.11702132179276671,12595235,147990,0.011749681526386764,0.499,1.807,0.670
dedup,simmedium,7,5425208890,6972925790,1.29,48348281,3173106,6.563,930834810,36413594,250768704,5360040808,0,0,2937.58,49,0,0,0,199739,199739,11452567,1143576,0.09985324687469631,9930983,157873,0.015897016438352576,0.366,1.781,0.601
dedup,simmedium,8,6008782753,7277346455,1.21,52225836,3823674,7.321,1011650106,39698398,288136747,6004246775,0,0,3258.63,80,0,0,0,229830,229830,13898638,1444775,0.10395083316796941,11407008,312371,0.027384130878140876,0.409,1.859,0.863
dedup,simmedium,9,5307652603,6468745664,1.22,55556882,4239797,7.631,967588433,37062906,258784420,5880987709,0,0,3072.13,119,0,0,0,223628,223628,12339849,1348874,0.10931041376600313,13642959,503106,0.036876604261582846,0.580,1.841,0.707
dedup,simmedium,10,5600003770,6440175599,1.15,56232919,5100330,9.070,997836252,38070141,268559284,6039105984,0,0,3235.53,206,0,0,0,232054,232054,13272569,1806003,0.13607034177030838,13177680,638379,0.04844395978654816,0.461,1.837,0.882
dedup,simmedium,11,6267335086,7873929009,1.26,58984058,5303520,8.991,1066764153,42676139,297686425,5999481370,0,0,3393.87,250,0,0,0,248906,248906,14747314,2100110,0.14240627140644052,14041800,575593,0.04099139711433007,0.429,1.898,1.003
dedup,simmedium,12,5892873545,6218822735,1.06,63301824,5004270,7.905,1003108010,36855802,294198092,6784907405,0,0,3480.04,431,0,0,0,262264,262264,15009269,1680877,0.11198926476699166,17296827,704713,0.04074232805820397,0.418,1.954,1.045
dedup,simmedium,13,6624451537,7981610685,1.20,62364416,5694753,9.131,1076514899,42178300,306670352,6377767220,0,0,3549.08,571,0,0,0,274879,274879,16200235,2442113,0.1507455293086798,14932261,639477,0.04282519572889866,0.641,1.945,1.138
dedup,simmedium,14,6559788245,7851066015,1.20,63584605,5737256,9.023,1099197396,42948234,325541388,6845175090,0,0,3636.38,308,0,0,0,274731,274731,17743629,2397885,0.13514061864120355,16135125,624745,0.03871956368481806,0.494,1.962,1.219
dedup,simmedium,15,6299953583,6330578653,1.00,67970481,5914001,8.701,1016185777,36649354,333766579,7438528291,0,0,3758.43,392,0,0,0,276439,276439,17786938,2078863,0.11687582202175552,20039043,898611,0.04484300971857788,0.452,1.999,1.332
dedup,simmedium,16,5233470973,5652784642,1.08,56755975,4417065,7.783,960587412,35611693,299876915,6669123847,0,0,3379.57,507,0,0,0,210192,210192,15612759,1877114,0.12022948666536132,17588949,543511,0.030900709303324492,0.384,1.925,0.988
dedup,simlarge,1,29593531650,43037604501,1.45,147098970,21425097,14.565,6744562044,243096991,1372502348,30156254730,0,0,13998.83,38,0,0,0,1146610,1146610,30301320,8277428,0.2731705417453761,46173399,1341455,0.029052550365633683,10.572,9.768,3.453
dedup,simlarge,2,25810635596,39753820935,1.54,119358761,22505140,18.855,6201427314,236039598,1177586653,26036127035,0,0,12167.63,31,0,0,0,441882,441882,23852170,7951549,0.33336794933123487,33288272,1548457,0.04651659299106905,4.837,9.587,1.749
dedup,simlarge,3,25211226558,39059939126,1.55,115226823,20794148,18.046,6097294120,234809026,1173236409,25907809395,0,0,12053.26,44,0,0,0,384785,384785,23475203,7077030,0.301468319571081,32960471,1136588,0.03448336645432039,3.377,9.581,1.653
dedup,simlarge,4,25398662833,38774121563,1.53,116310563,19628336,16.876,6048641792,235829721,1187064731,26080090884,0,0,12183.47,80,0,0,0,345094,345094,23932946,6249633,0.26113095312211043,30753033,996261,0.032395536401238864,2.670,9.701,1.689
dedup,simlarge,5,26455232218,39126993114,1.48,125983446,22305617,17.705,6218193453,239486112,1217442852,26867722464,0,0,12641.13,80,0,0,0,402425,402425,27204693,6654474,0.24460757561204605,33776690,1172581,0.034715687061106344,4.326,9.861,2.013
dedup,simlarge,6,29370361645,39845891904,1.36,145335616,19495079,13.414,6354470362,240875955,1339874928,29499765978,0,0,13902.34,122,0,0,0,519154,519154,30710619,6844344,0.22286571299653712,42477793,923803,0.021747904840536323,2.953,10.687,2.504
dedup,simlarge,7,30373780986,40058856733,1.32,152728557,18738472,12.269,6483150875,242781219,1421640728,31388461098,0,0,14668.02,172,0,0,0,622299,622299,35129116,6624402,0.18857297746974333,46593118,828644,0.01778468657109404,2.404,11.044,2.957
dedup,simlarge,8,32841762769,41084655935,1.25,176841913,22960757,12.984,6589465025,243184775,1503622670,33216759650,0,0,15620.80,184,0,0,0,721212,721212,39251191,8392710,0.21382051821051748,52202736,1937246,0.03711004725882567,2.305,11.468,3.542
dedup,simlarge,9,34554103371,42464317808,1.23,201105978,27048338,13.450,6701476350,245954766,1583149228,34786251027,0,0,16472.53,202,0,0,0,857020,857020,44245533,10418472,0.23546946535823177,59448406,3360447,0.05652711697602119,3.800,11.700,4.192
dedup,simlarge,10,35844259150,42612680457,1.19,218792507,32505761,14.857,6821512647,246691849,1659531881,36389360820,0,0,17137.26,348,0,0,0,931243,931243,50381942,10979432,0.21792395378486998,64018776,3659992,0.057170602574469716,2.782,11.913,4.704
dedup,simlarge,11,38131945820,44052212065,1.16,225920407,33191434,14.692,7062487633,261798823,1760909693,38622724054,0,0,18250.02,366,0,0,0,1047958,1047958,55021181,12046827,0.21894889897038014,69162948,4525569,0.06543343120654718,2.665,12.458,5.333
dedup,simlarge,12,38569324631,44099615096,1.14,235777211,32776150,13.901,7016670966,252326382,1787388752,38986509773,0,0,18466.55,530,0,0,0,1042641,1042641,57842454,12881570,0.22270095940258688,71574301,4614798,0.06447562792125626,2.504,12.423,5.612
dedup,simlarge,13,39348107023,44869336527,1.14,238141368,32821440,13.782,7084965682,259082586,1826478641,39962584473,0,0,18894.20,782,0,0,0,1160234,1160234,57568009,12309140,0.21381910220310033,75333050,4544922,0.06033104991766562,3.881,12.541,5.951
dedup,simlarge,14,41003756138,45268059094,1.10,254672311,35340024,13.877,7165290596,261154172,1903776801,41449879624,0,0,19712.19,667,0,0,0,1157950,1157950,63568538,12527974,0.19707821501259004,78767148,4750838,0.060314967859443125,2.961,13.080,6.323
